Name Company,Company Overview,Company Size,Company Address,Industry,company_id
AZFINTECH,"AZFINTECH - Cung cấp Đa giải pháp Marketing - Công nghệ Lĩnh vực Blockchain - CryptoTham gia thị trường Blockchain – Crypto từ năm 2015, công ty giải pháp marketing blockchain AZFintech hiện tại là một trong số ít những đơn vị Agency tư vấn tốt nhất về cấu trúc vận hành dự án từ công nghệ, marketing đến quản lý tài chính các dự án ICO, IDO, IEO, Game NFT, Sàn giao dịch tại khu vực Châu Á.Là đơn vị Marketing – Phát Hành – Thiết kế Game NFT & Ứng dụng Blockchain tại Châu Á. Cầu nối truyền thông Đa quốc gia với hơn 500 đầu báo Quốc Tế Uy Tín",10-24,"Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, TP.HCM",Thiết kế đồ họa,C_7d00052c
Aba Chemical,"ABA Chemical là nhà nhập khẩu, nghiên cứu công nghệ và gia công sản xuất các sản phẩm Thuốc BVTV, Chế phẩm dinh dưỡng – Phân bón, Phụ gia ngành nông nghiệp.",25-99,Cần Thơ,bảo vệ thực vật,C_c61622b9
Abcin Limited,"ABCIN tập hợp đội ngũ chuyên gia đầu ngành chuyên về giải pháp phát triển kinh doanh và tư vấn bán hàng cho các doanh nghiệp trong lĩnh vực giao dịch Blockchain tiền điện tử (Crypto) cho các nhà đầu tư cá nhân và tổ chức tại Việt Nam và trên thế giới. Tư vấn phân tích kỹ thuật cho thị trường tiền điện tử và hàng hóa phái sinh Việt Nam. Sứ mệnh của chúng tôi là góp một phần sức lực giúp nâng cao vị thế của đất nước ta trong lĩnh vực đầu tư Blockchain, xây dựng hệ thống bán hàng vững mạnh trong lĩnh vực tài chính của nước ta trong công cuộc chuyển đổi số.",25-99,"561 Điện Biên Phủ, Phường 25",Ngân hàng - Chứng khoán - Đầu tư,C_e65a1fc0
Abinbev,Công ty bia Budweiser- bia số một thế giới,Đang cập nhật,"125 Đường Gò Xoài, Bình Hưng Hoà",thực tập nhân sự,C_fc4ab97f
Acacy,"Công ty TNHH ACACY với hơn 8 năm kinh nghiệm trên thị trường tuyển dụng Việt Nam, ACACY tự hào là đối tác chiến lược nhân sự của các Tập đoàn hàng đầu thế giới trong các lĩnh vực như Tiêu dùng nhanh, Bán lẻ, Thương mại điện tử, Kỹ thuật cho các Tập đoàn đa quốc gia Samsung, Unilever, Suntory PepsiCo, Abbott, Masan…ACACY kết nối 500+ công việc giữa ứng viên và doanh nghiệp hàng tháng. Đội ngũ tuyển dụng chuyên nghiệp của Acacy sẽ hỗ trợ quá trình ứng tuyển và ứng viên sẽ nhanh chóng kết nối với công việc",3000+,"57 Quốc Lộ 13, Phường 26, Quận Bình Thạnh",Bán lẻ / bán sỉ,C_bf99b306
Accredo Asia Packaging,"Accredo Asia Packaging, an affiliate of Accredo Packaging Inc. based in Texas, USA, is a fully integrated converting company producing flexible packaging with an emphasis on sustainability, with best in class production processes, primarily targeting the Consumer Packaged Goods (CPG) markets in Southeast Asia. The Accredo companies attribute their growing success to investment in leading edge technologies, including state-of-the-art extrusion, HD flexographic printing, adhesive lamination, pouch and bag making in terms of reduced environmental impact, high quality, and world-class productivity. We- ACCREDO- locates in VSIP2A, Binh Duong warmly welcome best candidates to our wonderful working environment. If you are qualified and interested in becoming part of our team, we’d love to hear from you. We- ACCREDO- locates in VSIP2A, Binh Duong warmly welcome best candidates to our wonderful working environment. If you are qualified and interested in becoming part of our team, we’d love to hear from you.",500-999,"Đường 32 Kcn Vsip 2A, Tân Bình, Bắc Tân Uyên, Bình Dương.",trợ lý pháp lý,C_d4ba9017
Ace Academy,"- Môi trường văn phòng, đồng nghiệp siêu siêu hòa đồng. - LƯƠNG THƯỞNG rõ ràng ( lương cứng + thưởng + hỗ trợ), thu nhập trung bình 10-30 triệu/tháng, ko giới hạn, tương xứng năng lực. -Không áp doanh số, được đào tạo bài bản, hỗ trợ từ đầu. -Cơ hội thăng tiến khỏi bàn -1 năm du lịch 2 lần, liên hoan hằng tháng. Thưởng lễ tết, thưởng nóng, thưởng thành tích, sinh nhật. -Thời gian: 8h00-17h00. -Nghỉ T7 và CN, nghỉ xả 2 ngày tự chọn.",Đang cập nhật,Cầu Diễn,thực tập sinh hành chính,C_6701b813
Admicro (Công ty CP VCCorp),"Admicro thuộc Công ty cổ phần truyền thông Việt Nam_VCcorp Admicro hiện đang là mạng lưới kinh doanh quảng cáo trực tuyến hàng đầu tại thị trường Việt Nam Mạng lưới quảng cáo chất lượng và lớn nhất với hơn 200 Publisher/website uy tín tại Việt Nam như Dân Trí, Kênh 14, CafeF, Afamily, GenK…trong đó có 27 website sở hữu và được độc quyền kinh doanh quảng cáo. Phủ tới 90% người dùng web và 95% người dùng mobile Internet.",1000-3000,"Văn phòng Hà Nội:Địa chỉ: Tầng 20, Center Building Hapulico Complex, Số 1 Nguyễn Huy Tưởng, Thanh Xuân, Hà Nội",Marketing / Truyền thông / Quảng cáo,C_85ad6d61
Adoris Beauty Center,Đang cập nhật,Đang cập nhật,69 Đường D1 Khu Đô Thị Him Lam Phường Tân Hưng,nhân viên tư vấn qua điện thoại,C_de8374f9
Adpia,"Là công ty Hàn Quốc chuyên cung cấp dịch vụ tiếp thị liên kết Affiliate Marketing truyền thông, quảng bá sản phẩm, tăng doanh số bán hàng cho đối tác. Kênh kiếm tiền online thông qua quảng bá sản phẩm trên website, blog hoặc mạng xã hội,...Được khởi tạo từ năm 2000 bởi công ty LinkPrice Hàn Quốc. Năm 2004 LinkPrice phát triển sang thị trường Trung Quốc lấy tên là Linktech và trở thành công ty đứng thứ 2 trong thị trường tiếp thị liên kết. Tiếp nối thành công đó vào năm 2013, mô hình tiếp thị liên kết của công ty LinkPrice phát triển tại Việt Nam dưới sự điều hành của tập đoàn Dreamline Hàn Quốc và trở thành nền tảng tiếp thị liên kết đầu tiên tại Việt Nam. Qua thời gian việt hóa và trải nghiệm người sử dụng tại Việt Nam, Adpia chính thức đi vào hoạt động vào đầu năm 2014 trên tất cả các lĩnh vực: Thương mại điện tử, Du lịch, Giáo dục, Nhân sự, Ngân hàng, Game…",10-24,"Tầng 30, tòa nhà Handico, Phạm Hùng, Nam Từ Liêm",Kinh doanh / Bán hàng,C_5ca437e8
Adsagency.vn,"Là công ty kinh doanh mảng Website Ngày thành lập: 10/01/2020 Website: https://adsagency,vn/ Trụ sở chính: 54 Phan Đăng Lưu, Phường 5, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam. Các dịch vụ cung cấp 1.Thiết kế Website 2. Hosting 3. Chăm sóc Website 4. Chăm sóc Fanpage 5. Quảng cáo 6. Cung cấp tên miền. ADSAGENCY.VN– Top # 3 Digital Marketing Agency Tốt nhất Việt Nam ❤ Cùng các dịch vụ chuyên nghiệp: chăm sóc Fanpage, Website, quảng cáo Facebook Ads, Google Ads. Sứ mệnh: là giải pháp Digital Marketing tổng thể nhằm nâng tầm doanh nghiệp cả về chất lẫn về lượng, đem đến trải nghiệm khách hàng tuyệt vời các điểm chạm thương hiệu thông qua Website và Facebook nhằm nâng cao doanh thu, quảng bá thương hiệu cho doanh nghiệp. Tầm nhìn: Trở thành đơn vị tiên phong về giải pháp Marketing tổng thể đồng hành cùng doanh nghiệp và là công ty Giải pháp thị trường lớn nhất Việt Nam, với hiệu quả rõ rệt, chi phí tối ưu.",Đang cập nhật,"54 Phan Đăng Lưu, Phường 5","Nhân viên kinh doanh, Tư vấn, Chăm sóc khách hàng",C_bf526faf
Ae Toàn Cầu,Đang cập nhật,Đang cập nhật,"170N Nơ Trang Long, Phường 12",nhân viên bất động sản,C_0c5b4d32
Agency Think & Action,"Think & Action là đơn vị chuyên cung cấp các giải pháp toàn diện về xây dựng thương hiệu cho doanh nghiệp. Với hơn 5 năm song hành cùng phát triển với hàng nghìn đơn vị doanh nghiệp, chúng tôi hiểu rằng hình ảnh thương hiệu luôn là giá trị cốt lõi mà các doanh nghiệp luôn nỗ lực hướng tới. Với phương châm Think big Action follow, Think & Action mong muốn cùng đối tác khách hàng nghĩ lớn, hành động mạnh mẽ và triệt để. website: https://thinkaction.vn/",25-99,"102 Ngụy Như Kon Tum, Thanh Xuân, Hà Nội",Marketing / Truyền thông / Quảng cáo,C_7c36dbde
Aiking Investment,"Công Ty TNHH MTV ĐẦU TƯ VÀ CÔNG NGHỆ AIKING thành lập ngày 07/07/2020 Công ty được dẫn dắt bởi các chuyên gia trong lĩnh vực công nghệ, đầu tư tài chính với hơn 10 năm kinh nghiệm. Các lĩnh vực hoạt động của công ty 1. Công nghệ thông tin Aiking Chuyên sản xuất phần mềm, thiết lập hệ thống, website, xây dựng công cụ tự động trên website. Các sản phẩm nổi bật của công ty: Phần mềm chấm công Nhân Sự Phần mềm Directing Marketing Lập trình Website Lập trình App 2. Kinh Doanh Hàng Hóa",Đang cập nhật,"Số 56, Đường Số 2, Phường 5, Gò Vấp",Kỹ Sư Phần Mềm,C_e3e54667
Aimas,Đang cập nhật,1-9,Park 8 Park Hill Times City,Giáo dục / Đào tạo,C_fdda2548
Alpha Trading Hub,"Với môi trường làm việc chuyên nghiệp, thoải mái, công ty luôn mong muốn nhân viên được phát triển một cách toàn diện, không áp lực, gò bó. Cống hiến hết mình cho công ty. Về phía công ty, luôn sẵn sàng hỗ trợ nhân viên một cách chu đáo, đầy đủ và nhiệt tình nhất.",Đang cập nhật,"218 Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2",nhân viên tư vấn tài chính,C_09584b0a
Alphanam Group,"Trong suốt hành trình 25 năm thành lập và phát triển, khởi đầu với ngành Kỹ thuật điện, ALPHANAM đã luôn nhạy bén đón đầu xu hướng và tự hào vươn tới khẳng định là một trong những Tập đoàn kinh tế tư nhân hàng đầu Việt Nam, hoạt động chính trong 03 lĩnh vực: Bất động sản, Sản xuất & Dịch vụ, Quản lý khách sạn & Du lịch. Với đội ngũ CBNV chuyên nghiệp, hệ thống đại lý phân phối rộng khắp và các mối quan hệ bền vững cùng đối tác, khách hàng, ALPHANAM tiếp tục vững bước trên con đường chinh phục các lĩnh vực, hoạt động kinh doanh của mình. Tại ALPHANAM, nguồn lực nội tại – yếu tố con người góp phần quan trọng cho nền tảng phát triển bền vững của Doanh nghiệp: “Nhân sự là tài sản quý giá nhất”. Gia đình ALPHANAM luôn chào đón các thành viên xuất sắc, năng động, chuyên nghiệp gia nhập vào đội ngũ nhân sự của chúng tôi. Đến với ALPHANAM để được làm việc với niềm đam mê, hứng khởi, được đào tạo nâng cao chuyên môn nghiệp vụ cùng cơ hội thăng tiến rộng mở, tạo nên những giá trị bứt phá thành công. ""ALPHANAM – ĐI TRƯỚC MỘT BƯỚC""",500-999,47 Vũ Trọng Phụng - Thanh Xuân - Hà Nội,Thiết kế nội thất,C_0b4115a3
Alphaway Technology,"Alphaway Technology cung cấp các giải pháp e-Gov và giải pháp IT cho Ngân Hàng.Lương thưởng cực cao, phù hợp với những bạn đã có gia đình và muốn kiếm nhiều tiền Môi trường làm việc thỏa mái theo phong cách startup, không bị gò bó Làm việc với những công nghệ mới nhất, xây dựng những hệ thống lớn và phức tạp Cơ hội thăng tiến trong nghề nghiệp, tích lũy những kinh nghiệm mà bạn chưa từng được trải qua ở công ty cũ",25-99,"88 Khúc Thừa Dụ, Cầu Giấy, Hà Nội",Công nghệ thông tin,C_800eeafb
An Clinic.phcn,Đang cập nhật,Đang cập nhật,"Số 29, Khu Tập Thể 208, Ngõ 142 Phú Viên, Bồ Đề,long Biên, Hà Nội",Điều Dưỡng,C_42fc100d
An Trường An,Đang cập nhật,Đang cập nhật,448 Đại Lộ Bình Dương,nhân viên marketing online,C_38ba196e
An Vũ,Đang cập nhật,Đang cập nhật,24 Lam Sơn phường 2 Quận Tân Bình,Hành chính - Văn phòng,C_d1ce273e
Andros Asia - Công Ty TNHH Sản Xuất Trái Cây Hùng Phát,Andros is a family-owned company based in the southwest of France and specialized in fruit and dairy products as well as manufacturing frozen desserts and confectioneries.,500-999,"Phu Nu Building, 20 Nguyen Dang Giai, Thao Dien Ward, Dist.2, HCMC, Vietnam",Bảo trì / Sữa chữa,C_89c8767d
Anh Ngữ Apax Leaders Career,"Apax Leaders được đầu tư phát triển bởi Công ty cổ phần Apax Holdings, hoạt động trong các lĩnh vực đào tạo, giảng dạy tiếng Anh và phát triển các kỹ năng tư duy toàn diện cho thế hệ trẻ Việt Nam hiện nay. Trong suốt chặng đường xây dựng và phát triển, Apax Leader luôn không ngừng nỗ lực phát triển để tạo nên những giá trị tri thức mới, góp phần nâng cao trình độ ngoại ngữ, khả năng tư duy sáng tạo cho trẻ ngay từ thuở ban đầu. Apax Leader đưa vào áp dụng các giáo trình đạt chuẩn quốc tế, cùng với phương pháp giảng dạy tiên tiến thông qua việc tối ưu hóa công nghệ nhằm tiếp cận và gắn kết học viên. Phương pháp này không chỉ giúp thế hệ trẻ Việt Nam tự tin giao tiếp tiếng Anh, hội nhập cùng với bạn bè quốc tế mà còn phát triển các kỹ năng sống cần thiết để trẻ lớn lên một cách toàn diện.",Đang cập nhật,"114 Trần Đình Xu, Phường Nguyễn Cư Trinh",trợ giảng tiếng anh,C_d6f3dbd8
Anh Thư tuyển dụng,"Ismart.asia Technology Inc., được thành lập vào năm 2016 với các văn phòng đặt tại các thành phố giải trí Pasay, Metro Manila, Philippines. Ismart.asia technology, Inc là một công ty gia công quy trình kinh doanh, giải pháp CNTT và tiếp thị sáng tạo, cung cấp nhiều dịch vụ hỗ trợ khách hàng 24/7, văn phòng hỗ trợ, giải pháp CNTT, dịch vụ trong một số lĩnh vực chính. Công nghệ Ismart.asia có giá trị cốt lõi bắt nguồn từ sức mạnh tổng hợp của các nền văn hóa và quốc gia đa dạng tạo nên công ty và định hướng cho các quyết định của Công ty",10-24,"Nguyễn Kiệm, Phường 3",nhân viên tư vấn bán hàng,C_283e8ad5
